timestamp,temp,rhum,prcp,wspd,pres,wdir,season
1697731200.0,16.1,,0.0,,,,autumn
1681084800.0,10.0,,0.0,13.0,1015.0,168.0,spring
1676242800.0,5.5,,0.0,7.4,1036.4,129.0,winter
1679097600.0,9.0,,0.0,11.1,1005.5,162.0,winter
1669244400.0,8.0,,,20.4,998.2,229.0,autumn
1688137200.0,17.3,,,,,,summer
1679086800.0,9.6,,,11.1,1005.3,169.0,winter
1655510400.0,17.5,,0.0,9.3,1019.2,289.0,spring
1642676400.0,3.0,,0.0,14.8,1036.6,336.0,winter
1618862400.0,8.7,,0.0,7.4,1019.8,141.0,spring
1668510000.0,11.2,,1.4,24.1,995.3,165.0,autumn
1660572000.0,27.1,,0.0,16.7,1002.4,232.0,summer
1679871600.0,2.8,,0.0,9.3,1020.7,334.0,spring
1691031600.0,13.0,,,,,,summer
1643058000.0,1.5,,,7.4,1034.5,51.0,winter
1685775600.0,12.0,,0.0,16.7,1024.2,26.0,spring
1641682800.0,4.3,,0.0,,,,winter
1691751600.0,22.9,,0.2,22.2,1017.9,233.0,summer
1695006000.0,16.7,,0.0,,,,summer
1654833600.0,16.0,,0.0,13.0,1019.0,230.0,spring
1655701200.0,11.0,,0.0,,,,spring
1681606800.0,5.3,,0.0,5.5,1026.0,172.0,spring
1655532000.0,19.2,,,13.0,1018.6,26.0,spring
1619899200.0,5.7,,,7.4,1018.5,39.0,spring
1694887200.0,19.9,,0.0,13.0,1014.1,52.0,summer
1674630000.0,-0.3,,0.0,7.4,1036.5,258.0,winter
1637488800.0,5.0,,,18.5,1019.1,346.0,autumn
1686322800.0,24.1,,0.0,20.4,1012.4,78.0,spring
1682521200.0,10.2,,0.0,13.0,1018.3,138.0,spring
1667617200.0,5.2,,0.0,9.3,1016.8,224.0,autumn
1688706000.0,14.0,,,7.4,1016.5,108.0,summer
1684087200.0,15.9,,0.0,,,,spring
1635055200.0,8.9,,0.0,11.1,1019.2,173.0,autumn
1648778400.0,-0.2,,0.0,25.9,1013.7,343.0,spring
1662429600.0,15.7,,0.0,9.3,1013.0,143.0,summer
1682672400.0,14.5,,,18.5,1010.4,273.0,spring
1624748400.0,13.3,,,13.0,1018.2,45.0,summer
1690437600.0,17.3,,,,,,summer
1651719600.0,7.4,,,,,,spring
1621130400.0,7.3,,0.0,11.1,999.8,216.0,spring
1648371600.0,9.7,,0.0,14.8,1032.9,67.0,spring
1638010800.0,3.5,,0.0,,,,autumn
1629507600.0,15.7,,0.0,5.5,1017.2,195.0,summer
1656831600.0,14.1,,0.0,13.0,1019.4,264.0,summer
1686999600.0,22.7,,,,,,spring
1681765200.0,7.5,,0.0,11.1,1029.8,53.0,spring
1658786400.0,15.3,,0.0,14.8,1015.5,305.0,summer
1661526000.0,21.9,,0.0,9.3,1018.4,256.0,summer
1666576800.0,12.6,,0.0,22.2,997.0,232.0,autumn
1665273600.0,7.6,,0.0,5.5,1023.7,173.0,autumn
1688796000.0,20.9,,0.0,11.1,1014.3,140.0,summer
1662699600.0,12.8,,,11.1,1003.3,285.0,summer
1690912800.0,18.1,,0.0,13.0,1000.8,248.0,summer
1635991200.0,5.2,,0.0,,,,autumn
1637514000.0,4.4,,0.0,,,,autumn
1695243600.0,15.4,,2.2,14.8,994.3,223.0,summer
1685001600.0,14.8,,0.0,13.0,1029.9,42.0,spring
1651510800.0,13.9,,0.0,9.3,1020.5,62.0,spring
1653087600.0,10.1,,0.0,16.7,1019.8,251.0,spring
1646438400.0,3.7,,0.1,14.8,1021.8,337.0,winter
1671951600.0,9.0,,0.0,13.0,1008.2,185.0,winter
1641510000.0,4.8,,0.2,,,,winter
1661662800.0,12.8,,,,,,summer
1639976400.0,4.8,,,,,,autumn
1653278400.0,11.5,,,5.5,1004.6,266.0,spring
1645455600.0,9.8,,0.0,42.6,1011.4,304.0,winter
1674352800.0,-1.7,,0.0,7.4,1035.3,28.0,winter
1694638800.0,14.6,,0.0,5.5,1022.6,123.0,summer
1634673600.0,16.9,,1.1,22.2,1008.6,205.0,autumn
1627909200.0,18.7,,0.0,9.3,1014.5,143.0,summer
1668848400.0,5.4,,0.0,,,,autumn
1685764800.0,7.9,,0.0,13.0,1024.2,23.0,spring
1675864800.0,5.6,,0.0,11.1,1033.8,185.0,winter
1641906000.0,8.3,,0.0,7.4,1030.1,222.0,winter
1671786000.0,8.2,,1.1,13.0,1000.3,146.0,winter
1671184800.0,-2.3,,0.0,5.5,1018.4,325.0,autumn
1633096800.0,15.6,,0.0,20.4,1009.5,260.0,autumn
1667404800.0,13.1,,0.0,25.9,1011.0,203.0,autumn
1638414000.0,0.9,,0.0,16.7,1009.0,313.0,autumn
1630569600.0,15.0,,,16.7,1029.0,35.0,summer
1642240800.0,2.6,,0.0,3.7,1027.4,193.0,winter
1674334800.0,-0.8,,0.0,,,,winter
1622109600.0,16.3,,,9.3,1020.5,302.0,spring
1670979600.0,-1.6,,0.0,11.1,1004.6,32.0,autumn
1620889200.0,11.0,,0.1,13.0,1005.3,84.0,spring
1654617600.0,19.0,,1.7,,,,spring
1636563600.0,12.1,,0.0,,,,autumn
1641726000.0,4.4,,0.0,14.8,1002.6,260.0,winter
1627286400.0,18.7,,0.0,7.4,1010.5,321.0,summer
1633204800.0,13.7,,0.0,18.5,988.2,242.0,autumn
1622973600.0,19.0,,0.0,9.3,1024.8,239.0,spring
1633068000.0,15.0,,0.2,,,,autumn
1640066400.0,2.1,,0.0,5.5,1026.4,58.0,winter
1679007600.0,10.7,,0.0,11.1,1003.4,187.0,winter
1659560400.0,19.0,,0.0,11.1,1013.4,265.0,summer
1624582800.0,13.9,,,11.1,1017.6,242.0,summer
1661126400.0,14.0,,0.0,7.4,1015.4,222.0,summer
1626166800.0,18.8,,0.1,16.7,1014.4,357.0,summer
1682175600.0,11.7,,0.0,13.0,1005.3,201.0,spring
1630450800.0,11.9,,0.0,,,,summer
1657274400.0,23.3,,0.0,11.1,1032.4,315.0,summer
1634238000.0,11.8,,0.0,13.0,1020.2,238.0,autumn
1683774000.0,8.1,,0.0,7.4,1015.0,258.0,spring
1659420000.0,18.8,,0.0,16.7,1015.5,233.0,summer
1692291600.0,19.9,,,16.7,1018.3,89.0,summer
1629370800.0,18.2,,0.0,16.7,1014.3,266.0,summer
1685890800.0,20.2,,,16.7,1023.5,60.0,spring
1635364800.0,12.7,,0.0,16.7,1016.2,195.0,autumn
1630800000.0,13.3,,,11.1,1019.9,48.0,summer
1686819600.0,22.0,,0.0,11.1,1020.4,26.0,spring
1646913600.0,12.4,,0.0,18.5,1017.5,168.0,winter
1622786400.0,13.6,,0.0,,,,spring
1697947200.0,6.1,,0.0,,,,autumn
1668236400.0,9.8,,,9.3,1027.5,143.0,autumn
1649887200.0,10.0,,,7.4,1020.0,219.0,spring
1624118400.0,16.1,,0.3,13.0,1012.5,99.0,spring
1660032000.0,21.6,,0.0,11.1,1029.8,46.0,summer
1623870000.0,21.5,,0.6,13.0,1009.6,193.0,spring
1680166800.0,12.4,,0.0,25.9,1005.3,241.0,spring
1697346000.0,2.4,,0.0,5.5,1024.9,311.0,autumn
1678752000.0,9.1,,0.0,22.2,987.0,239.0,winter
1661853600.0,18.3,,0.0,20.4,1023.2,31.0,summer
1675620000.0,4.0,,0.0,,,,winter
1658804400.0,13.1,,0.2,,,,summer
1676858400.0,6.6,,0.0,18.5,1025.8,243.0,winter
1644559200.0,0.5,,0.0,9.3,1030.8,288.0,winter
1648206000.0,13.7,,,11.1,1032.3,71.0,spring
1631527200.0,17.5,,0.0,13.0,1018.4,103.0,summer
1682424000.0,9.5,,,,,,spring
1663556400.0,9.8,,0.0,,,,summer
1642982400.0,2.4,,0.0,5.5,1034.2,122.0,winter
1642291200.0,2.9,,,9.3,1024.2,215.0,winter
1625871600.0,13.7,,0.0,7.4,1019.1,213.0,summer
1639418400.0,8.5,,0.0,,,,autumn
1660608000.0,17.5,,,9.3,1005.8,248.0,summer
1693828800.0,27.0,,0.0,16.7,1022.3,112.0,summer
1659618000.0,23.0,,0.0,16.7,1015.6,313.0,summer
1638579600.0,5.4,,0.0,5.5,998.1,243.0,autumn
1623463200.0,12.5,,0.0,11.1,1021.0,285.0,spring
1654354800.0,18.0,,0.0,31.7,1020.0,80.0,spring
1631563200.0,14.7,,0.0,11.1,1015.8,70.0,summer
1634004000.0,7.8,,0.0,11.1,1027.5,286.0,autumn
1640588400.0,7.1,,0.0,11.1,994.6,120.0,winter
1677603600.0,5.5,,0.0,20.4,1030.7,22.0,winter
1643583600.0,6.7,,0.3,,,,winter
1647842400.0,1.9,,0.0,7.4,1028.2,118.0,winter
1697209200.0,18.6,,0.0,25.9,999.1,227.0,autumn
1648580400.0,8.2,,,13.0,1009.4,59.0,spring
1619402400.0,2.9,,0.0,13.0,1025.5,39.0,spring
1669122000.0,8.2,,0.0,,,,autumn
1667293200.0,13.1,,,31.5,1006.8,219.0,autumn
1697130000.0,14.9,,,7.4,1012.4,185.0,autumn
1691874000.0,16.2,,0.0,,,,summer
1676052000.0,6.5,,0.0,13.0,1036.0,235.0,winter
1672786800.0,11.7,,0.5,,,,winter
1684130400.0,10.5,,0.0,18.5,1019.0,343.0,spring
1645358400.0,11.2,,0.0,37.0,1004.5,242.0,winter
1675825200.0,-1.0,,0.0,5.5,1037.8,158.0,winter
1634385600.0,14.3,,0.1,11.1,1020.1,194.0,autumn
1689588000.0,18.3,,,20.4,1017.6,255.0,summer
1656694800.0,17.3,,,20.4,1017.6,236.0,summer
1640444400.0,5.5,,0.0,18.5,1004.3,92.0,winter
1670475600.0,-2.7,,,5.5,1013.6,297.0,autumn
1641553200.0,3.9,,0.0,,,,winter
1631415600.0,11.7,,0.0,7.4,1018.6,270.0,summer
1691960400.0,15.9,,0.0,,,,summer
1651608000.0,10.6,,0.0,,,,spring
1651251600.0,9.6,,0.0,16.7,1031.3,44.0,spring
1657936800.0,13.0,,0.0,,,,summer
1672322400.0,8.1,,0.0,31.5,1003.2,244.0,winter
1666436400.0,16.5,,0.0,18.5,1010.8,220.0,autumn
1668027600.0,9.2,,0.0,13.0,1014.3,232.0,autumn
1617919200.0,5.8,,0.0,,,,spring
1657278000.0,24.5,,0.0,13.0,1032.2,312.0,summer
1639789200.0,7.3,,0.0,13.0,1039.8,66.0,autumn
1660680000.0,17.7,,0.0,9.3,1009.8,20.0,summer
1696831200.0,13.6,,0.0,5.5,1022.1,205.0,autumn
1685815200.0,16.2,,0.0,18.5,1023.0,56.0,spring
1622653200.0,21.3,,0.2,11.1,1012.9,131.0,spring
1676008800.0,0.1,,,7.4,1036.9,228.0,winter
1659157200.0,15.8,,,7.4,1018.7,220.0,summer
1684652400.0,11.6,,0.0,18.5,1022.5,15.0,spring
1688860800.0,16.7,,0.0,7.4,1018.0,237.0,summer
1688871600.0,15.4,,0.0,7.4,1018.6,247.0,summer
1656658800.0,14.2,,0.0,,,,summer
1622962800.0,15.8,,0.0,9.3,1024.9,249.0,spring
1629846000.0,13.4,,0.0,13.0,1028.9,28.0,summer
1622458800.0,21.2,,0.0,14.8,1021.2,111.0,spring
1658275200.0,19.2,,0.0,13.0,1013.1,253.0,summer
1691193600.0,13.2,,0.0,7.4,1016.3,237.0,summer
1675695600.0,7.1,,0.0,7.4,1040.1,241.0,winter
1651892400.0,10.8,,,9.3,1024.2,290.0,spring
1675605600.0,6.8,,0.0,13.0,1045.4,9.0,winter
1692075600.0,12.2,,0.0,,,,summer
1643976000.0,5.7,,,27.8,1010.2,299.0,winter
1675630800.0,1.8,,0.0,7.4,1045.6,2.0,winter
1665954000.0,14.6,,0.0,,,,autumn
1629079200.0,13.2,,,,,,summer
1630022400.0,11.9,,0.0,,,,summer
1649538000.0,4.5,,0.0,5.5,1019.1,276.0,spring
1685653200.0,10.8,,0.0,16.7,1025.3,35.0,spring
1661439600.0,19.8,,,14.8,1017.3,343.0,summer
1644397200.0,8.4,,,14.8,1024.2,233.0,winter
1674982800.0,3.5,,0.0,13.0,1028.5,234.0,winter
1653019200.0,11.2,,0.0,,,,spring
1673020800.0,9.4,,0.0,11.1,1013.5,190.0,winter
1647270000.0,11.6,,0.1,13.0,1025.2,219.0,winter
1660334400.0,21.7,,,11.1,1017.2,75.0,summer
1678399200.0,8.1,,,,,,winter
1641369600.0,0.7,,0.0,20.4,1010.9,287.0,winter
1667383200.0,11.5,,0.0,20.4,1016.9,209.0,autumn
1649916000.0,9.2,,0.0,7.4,1021.7,232.0,spring
1634007600.0,7.8,,0.0,,,,autumn
1682618400.0,9.5,,2.9,14.8,1011.4,118.0,spring
1629878400.0,15.8,,0.0,14.8,1026.9,31.0,summer
1667966400.0,10.0,,,16.7,1000.7,216.0,autumn
1619463600.0,6.4,,0.0,,,,spring
1637902800.0,1.7,,0.0,16.7,1004.6,239.0,autumn
1680454800.0,7.7,,0.0,18.5,1029.2,45.0,spring
1618765200.0,10.1,,,9.3,1024.2,57.0,spring
1673658000.0,7.0,,0.0,16.7,1011.4,195.0,winter
1628643600.0,12.5,,0.0,7.4,1017.9,246.0,summer
1640883600.0,13.3,,0.0,22.2,1014.5,226.0,winter
1628064000.0,16.6,,0.0,7.4,1013.9,90.0,summer
1686351600.0,15.0,,0.0,14.8,1013.2,43.0,spring
1677952800.0,4.6,,0.0,11.1,1028.2,5.0,winter
1642669200.0,1.3,,0.0,13.0,1035.4,333.0,winter
1626184800.0,21.0,,,18.5,1014.6,346.0,summer
1651705200.0,9.0,,,,,,spring
1654588800.0,18.0,,0.0,3.6,1013.0,290.0,spring
1624345200.0,11.6,,0.0,20.4,1019.6,23.0,summer
1685242800.0,7.4,,0.0,7.4,1023.1,32.0,spring
1637679600.0,6.8,,0.0,9.3,1031.7,335.0,autumn
1629687600.0,13.3,,,11.1,1026.3,357.0,summer
1665608400.0,12.4,,0.3,11.1,1018.0,226.0,autumn
1647144000.0,7.4,,0.0,18.5,1005.2,148.0,winter
1643414400.0,8.3,,,18.5,1029.8,246.0,winter
1651334400.0,14.4,,0.0,,,,spring
1666267200.0,15.5,,0.8,11.1,1006.2,226.0,autumn
1630540800.0,12.9,,0.0,14.8,1029.9,19.0,summer
1693591200.0,18.0,,0.2,9.3,1013.1,113.0,summer
1693843200.0,24.8,,0.0,16.7,1020.6,96.0,summer
1684818000.0,9.5,,0.0,14.8,1026.7,9.0,spring
1644890400.0,3.0,,,,,,winter
1679004000.0,10.6,,,11.1,1003.7,185.0,winter
1639623600.0,8.4,,0.0,7.4,1035.6,239.0,autumn
1688961600.0,13.1,,0.0,,,,summer
1656684000.0,19.2,,0.0,24.1,1016.6,241.0,summer
1665694800.0,11.4,,0.0,3.7,1014.5,178.0,autumn
1679770800.0,10.0,,0.0,,,,spring
1648321200.0,11.7,,,13.0,1032.6,70.0,spring
1643850000.0,7.1,,0.0,,,,winter
1682143200.0,5.1,,0.0,3.7,1006.5,182.0,spring
1667959200.0,10.4,,0.0,18.5,1000.4,212.0,autumn
1624903200.0,17.5,,0.8,,,,summer
1659855600.0,17.4,,,5.5,1027.4,15.0,summer
1618941600.0,11.9,,0.0,,,,spring
1631581200.0,14.8,,,,,,summer
1633773600.0,15.5,,0.0,5.5,1028.8,64.0,autumn
1684782000.0,13.8,,0.0,16.7,1023.1,11.0,spring
1660496400.0,27.5,,,13.0,1004.0,134.0,summer
1650542400.0,16.8,,0.0,22.2,1012.1,80.0,spring
1646953200.0,9.3,,0.0,14.8,1012.0,139.0,winter
1632963600.0,7.1,,,11.1,1025.9,218.0,autumn
1671404400.0,7.4,,0.0,,,,autumn
1639202400.0,1.2,,0.0,9.3,1014.7,264.0,autumn
1624132800.0,13.6,,,14.8,1011.2,70.0,spring
1687543200.0,21.8,,,,,,summer
1663448400.0,9.9,,0.0,,,,summer
1647198000.0,8.0,,0.0,,,,winter
1632319200.0,20.2,,0.0,16.7,1026.1,244.0,summer
1665212400.0,8.4,,0.0,,,,autumn
1664488800.0,8.3,,0.0,7.4,1009.3,321.0,autumn
1635674400.0,11.5,,2.5,25.9,990.5,176.0,autumn
1654092000.0,15.4,,0.0,,,,spring
1650776400.0,8.5,,,18.5,1006.8,29.0,spring
1680199200.0,11.6,,0.0,20.4,1002.5,211.0,spring
1634076000.0,9.8,,0.0,5.5,1027.0,358.0,autumn
1665997200.0,15.9,,,13.0,1015.8,229.0,autumn
1666900800.0,15.6,,0.0,9.3,1015.0,162.0,autumn
1619157600.0,5.0,,,11.1,1029.6,88.0,spring
1636815600.0,11.8,,,,,,autumn
1683630000.0,16.0,,,13.0,1010.4,279.0,spring
1621483200.0,6.6,,0.0,7.4,1019.9,199.0,spring
1683385200.0,14.3,,0.3,14.8,1013.5,170.0,spring
1627538400.0,13.7,,0.0,18.5,1009.8,251.0,summer
1646668800.0,4.5,,,20.4,1022.0,98.0,winter
1694494800.0,15.9,,0.0,5.5,1013.0,208.0,summer
1693951200.0,17.8,,0.0,7.4,1017.7,57.0,summer
1675288800.0,6.2,,,18.5,1025.2,262.0,winter
1661274000.0,22.7,,0.0,14.8,1014.1,216.0,summer
1676059200.0,5.9,,0.0,13.0,1036.4,233.0,winter
1666220400.0,14.3,,,14.8,1011.3,108.0,autumn
1689062400.0,18.9,,0.0,,,,summer
1625220000.0,20.7,,0.2,9.3,1016.7,204.0,summer
1692810000.0,22.3,,0.0,11.1,1018.0,172.0,summer
1691582400.0,21.6,,,11.1,1018.8,276.0,summer
1677574800.0,3.3,,0.0,,,,winter
1689800400.0,14.7,,0.0,5.5,1016.6,334.0,summer
1690239600.0,11.9,,0.0,7.4,1009.4,8.0,summer
1684044000.0,9.0,,0.0,7.4,1022.5,350.0,spring
1688515200.0,11.5,,,14.8,1007.1,286.0,summer
1662055200.0,18.9,,,,,,summer
1675231200.0,3.9,,0.0,20.4,1024.2,259.0,winter
1652886000.0,20.5,,0.0,14.8,1018.4,169.0,spring
1669687200.0,5.6,,,11.1,1016.0,343.0,autumn
1673874000.0,2.6,,0.0,27.8,986.4,325.0,winter
1641888000.0,7.3,,0.0,11.1,1028.5,194.0,winter
1678359600.0,4.2,,0.0,11.1,994.7,135.0,winter
1640570400.0,6.6,,0.0,,,,winter
1666666800.0,10.6,,,11.1,1011.4,220.0,autumn
1676127600.0,10.1,,0.0,11.1,1036.5,297.0,winter
1638115200.0,0.9,,0.0,11.1,1006.7,316.0,autumn
1651831200.0,18.3,,0.0,14.8,1025.4,254.0,spring
1619686800.0,8.4,,0.0,16.7,1011.4,350.0,spring
1696525200.0,15.7,,0.0,14.8,1023.6,208.0,autumn
1668445200.0,12.9,,,7.4,1006.1,171.0,autumn
1642993200.0,2.2,,0.0,5.5,1033.6,115.0,winter
1632819600.0,13.9,,0.0,16.7,1017.6,198.0,autumn
1628413200.0,16.6,,,25.9,1003.5,239.0,summer
1663290000.0,9.6,,0.0,,,,summer
1627902000.0,18.5,,0.1,,,,summer
1619798400.0,10.1,,0.1,11.1,1014.5,328.0,spring
