timestamp,weco
1691496000,light rain
1650816000,fair
1672401600,light rain
1626490800,clear
1630400400,cloudy
1669539600,light rain
1677758400,fair
1639296000,light rain
1654700400,
1696478400,overcast
1654005600,cloudy
1668286800,clear
1669662000,cloudy
1624482000,fair
1689019200,overcast
1643857200,overcast
1627390800,light rain
1633384800,rain
1649127600,light rain
1657450800,fair
1683172800,cloudy
1634097600,cloudy
1620507600,cloudy
1647446400,rain
1674597600,fair
1624154400,light rain
1637946000,rain shower
1694142000,fair
1627214400,rain
1695632400,cloudy
1655730000,fair
1635098400,overcast
1676091600,overcast
1690174800,overcast
1689631200,cloudy
1655589600,overcast
1686794400,clear
1644980400,light rain
1643043600,cloudy
1664359200,fair
1657098000,overcast
1620514800,fair
1647586800,fair
1695024000,cloudy
1641009600,overcast
1642291200,overcast
1648062000,clear
1636484400,overcast
1632913200,fair
1618160400,fair
1697270400,fair
1659312000,overcast
1618434000,fair
1693044000,cloudy
1688986800,cloudy
1620158400,fair
1681354800,cloudy
1625900400,light rain
1633212000,overcast
1685124000,clear
1630580400,cloudy
1665550800,overcast
1652184000,cloudy
1669701600,fog
1655751600,fair
1637028000,overcast
1657249200,fair
1648083600,clear
1659308400,cloudy
1636509600,overcast
1635940800,cloudy
1637550000,fair
1618754400,fair
1649739600,overcast
1647284400,fair
1680649200,fair
1619787600,fair
1647028800,light rain
1643144400,fair
1670857200,overcast
1636066800,fair
1689159600,cloudy
1677463200,fair
1659276000,overcast
1619704800,cloudy
1675357200,cloudy
1690596000,overcast
1682107200,fair
1675609200,fair
1636326000,fair
1654214400,
1618308000,fair
1618282800,clear
1632582000,overcast
1621119600,cloudy
1669060800,cloudy
1694498400,overcast
1636581600,overcast
1621936800,cloudy
1660399200,clear
1664236800,fair
1626631200,fair
1684630800,clear
1668970800,fair
1650492000,fair
1654927200,
1685113200,clear
1650283200,cloudy
1624410000,cloudy
1618797600,clear
1681426800,fair
1672819200,light rain
1621879200,heavy rain shower
1647475200,overcast
1690473600,overcast
1696672800,fair
1661846400,cloudy
1645218000,fair
1675926000,overcast
1697634000,heavy rain
1670536800,clear
1637640000,fair
1685491200,overcast
1640728800,cloudy
1697763600,heavy rain
1687068000,light rain
1667959200,cloudy
1686247200,fair
1646715600,clear
1650103200,fair
1644930000,light rain
1670320800,cloudy
1631502000,overcast
1617454800,cloudy
1697882400,light rain
1694070000,fair
1627081200,overcast
1665540000,cloudy
1655092800,fair
1655229600,fair
1684926000,fair
1697094000,light rain
1619895600,fair
1677672000,overcast
1669172400,cloudy
1673877600,overcast
1638813600,heavy rain shower
1651708800,fair
1672063200,fair
1645992000,clear
1668564000,cloudy
1673726400,cloudy
1697662800,light rain
1669694400,overcast
1623564000,fair
1678640400,overcast
1650430800,cloudy
1691899200,overcast
1674460800,overcast
1626278400,cloudy
1634230800,cloudy
1662393600,overcast
1645297200,overcast
1675652400,cloudy
1691625600,fair
1654084800,cloudy
1643490000,cloudy
1686470400,fair
1643648400,fair
1645578000,clear
1632193200,cloudy
1643356800,cloudy
1667098800,overcast
1646920800,cloudy
1636430400,overcast
1658671200,fair
1692968400,cloudy
1654225200,
1659380400,cloudy
1621494000,overcast
1643983200,fair
1682427600,fair
1636797600,overcast
1652853600,fair
1661536800,cloudy
1697565600,overcast
1673798400,fair
1686420000,fair
1624215600,overcast
1657764000,fair
1656504000,cloudy
1665828000,fair
1663531200,cloudy
1693710000,cloudy
1670414400,cloudy
1690588800,overcast
1676545200,light rain
1644422400,overcast
1689930000,cloudy
1635400800,fair
1636322400,fair
1647241200,fair
1629198000,light rain
1688058000,fair
1650538800,fair
1658012400,fair
1645491600,fair
1692741600,fair
1624928400,light rain
1677376800,cloudy
1666015200,cloudy
1692936000,cloudy
1688806800,light rain
1664330400,fair
1625180400,cloudy
1619481600,fair
1618102800,cloudy
1641996000,fair
1637420400,overcast
1659067200,fair
1622466000,fair
1674104400,fair
1669892400,overcast
1651255200,cloudy
1678903200,light rain
1667656800,light rain
1628949600,cloudy
1696978800,cloudy
1618758000,fair
1673470800,light rain
1635145200,cloudy
1652004000,fair
1628521200,heavy rain shower
1651258800,cloudy
1650074400,fair
1633248000,cloudy
1690664400,fair
1621540800,fair
1623304800,cloudy
1638860400,cloudy
1657562400,fair
1675623600,cloudy
1647072000,cloudy
1641510000,light rain
1643342400,fair
1656849600,cloudy
1664107200,fair
1628794800,fair
1672333200,fair
1674921600,cloudy
1644973200,light rain
1627236000,light rain
1634954400,fair
1628596800,cloudy
1665583200,cloudy
1647748800,clear
1683255600,overcast
1627470000,heavy rain shower
1696867200,fair
1675101600,fair
1654740000,
1622574000,clear
1666814400,fair
1677780000,fair
1686690000,clear
1660154400,clear
1662706800,light rain
1692828000,cloudy
1655359200,fair
1627646400,heavy rain shower
1621954800,rain shower
1661158800,fair
1635768000,fair
1638723600,light rain
1647136800,overcast
1682132400,fair
1650067200,fair
1697652000,rain
1619215200,clear
1619154000,clear
1675094400,fair
1690005600,overcast
1641952800,fog
1643454000,overcast
1637636400,fair
1675522800,cloudy
1620489600,overcast
1640473200,light rain
1688724000,clear
1617865200,overcast
1688317200,fair
1624172400,light rain
1622563200,clear
1623812400,fair
1642096800,fair
1684274400,fair
1691640000,fair
1686362400,clear
1664647200,cloudy
1696525200,cloudy
1692370800,light rain
1664406000,fair
1643353200,cloudy
1620183600,fair
1681408800,fair
1632268800,fair
1643432400,overcast
1673402400,cloudy
1653490800,cloudy
1656500400,cloudy
1671184800,fair
1630623600,fair
1647774000,fair
1638622800,fair
1620536400,cloudy
1671937200,overcast
1646859600,cloudy
1657245600,fair
1686708000,clear
1696017600,fair
1674554400,overcast
1687878000,overcast
1692291600,fair
1673460000,light rain
1671534000,cloudy
1673784000,cloudy
1620817200,fair
1635588000,light rain
1647374400,cloudy
1625997600,cloudy
1675026000,overcast
1647622800,fair
1690675200,fair
1645844400,clear
1694005200,fair
1632553200,overcast
1619856000,fair
1664712000,cloudy
1662598800,overcast
1673308800,fair
1652522400,fair
1663804800,cloudy
1641704400,fair
1632542400,overcast
1670562000,fair
1619643600,light rain
1622581200,clear
1658156400,clear
1647626400,fair
1649005200,cloudy
1680253200,light rain
1668276000,fair
1647918000,fair
1648677600,light rain
1697230800,light rain
1636905600,overcast
1659621600,cloudy
1683849600,cloudy
1633078800,light rain
1643626800,fair
1674050400,cloudy
1668963600,rain shower
1680998400,cloudy
1652529600,fair
1635559200,cloudy
1682964000,fair
1685955600,fair
1648260000,clear
1633032000,overcast
1666044000,fair
1694563200,overcast
1647612000,fair
1672909200,overcast
1629968400,overcast
1634850000,clear
1685937600,fair
1674500400,cloudy
1674723600,overcast
1656910800,fair
1644336000,overcast
1646967600,cloudy
1671876000,cloudy
1676109600,overcast
1688097600,cloudy
1688979600,cloudy
1683198000,cloudy
1675148400,overcast
1639360800,overcast
1693911600,clear
1686326400,fair
1681887600,cloudy
1617487200,cloudy
1664596800,cloudy
1685559600,fair
1657602000,cloudy
1631646000,overcast
1675702800,fair
1689764400,cloudy
1660636800,overcast
1636711200,overcast
1693335600,overcast
1684616400,fair
1670990400,overcast
1687968000,cloudy
1639965600,fog
1641250800,overcast
1660492800,fair
1619496000,cloudy
1679637600,fair
1635786000,fair
1693249200,fair
1676487600,cloudy
1649329200,fair
1689778800,cloudy
1671332400,fair
1657792800,fair
1644228000,fair
1668787200,cloudy
1643688000,light rain
1655665200,overcast
1682672400,light rain
1658318400,cloudy
1625313600,cloudy
1618750800,fair
1630584000,cloudy
1623279600,fair
1639555200,overcast
1625965200,cloudy
1638014400,light rain
1630000800,cloudy
1658210400,clear
1663945200,light rain
1632056400,light rain
1627869600,cloudy
1636106400,fair
1651341600,cloudy
1642968000,overcast
1641618000,light rain
1624269600,rain
1664978400,light rain
1635926400,fair
1697281200,fair
1640106000,cloudy
1622340000,clear
1648242000,clear
1630749600,cloudy
1678417200,light rain
1685178000,cloudy
1690027200,rain
1634133600,overcast
1636592400,overcast
1619809200,fair
1684987200,fair
1666317600,fog
1654783200,
1663124400,light rain
1681351200,cloudy
1663185600,fair
1676347200,clear
1688774400,clear
1631012400,fair
1618614000,fair
1618286400,fair
1679529600,light rain
1655125200,cloudy
1682568000,overcast
1669687200,fog
1618239600,fair
1649300400,light rain
1630868400,fair
1637697600,fair
1665579600,cloudy
1635746400,fair
1640034000,overcast
1684904400,cloudy
1626710400,fair
1618524000,fair
1677826800,overcast
1688698800,clear
1663866000,cloudy
1644490800,overcast
1617620400,fair
1625734800,cloudy
1644678000,cloudy
1696888800,fair
1620975600,overcast
1663480800,cloudy
1663441200,fair
1680350400,light rain
1631001600,fair
1635274800,cloudy
1620752400,cloudy
1651474800,overcast
1621695600,rain shower
1664391600,fair
1643227200,cloudy
1660615200,overcast
1665500400,fair
1632625200,overcast
1697140800,light rain
1662714000,light rain
1653156000,cloudy
1685476800,overcast
1665864000,fair
1656079200,cloudy
1692651600,fair
1663228800,overcast
1652680800,overcast
1691420400,cloudy
1630108800,fair
1683374400,light rain
1654956000,
1672768800,light rain
1644811200,light rain
1620568800,cloudy
1629781200,fair
1665752400,light rain
1631757600,cloudy
1692475200,fair
1651726800,fair
1696449600,cloudy
1638669600,light rain
1664992800,fair
1676325600,clear
1631635200,light rain
1673683200,rain
1636952400,overcast
1687834800,cloudy
1695484800,fair
1650657600,overcast
1696579200,cloudy
1658646000,cloudy
1658926800,cloudy
1638864000,cloudy
1646564400,cloudy
1693864800,clear
1693414800,fair
1688929200,cloudy
1659618000,cloudy
1636671600,cloudy
1667534400,light rain
1689537600,cloudy
1667199600,cloudy
1672146000,overcast
1682802000,fair
1694368800,cloudy
1666335600,overcast
1693918800,clear
1690002000,overcast
1673089200,light rain
1628701200,fair
1650142800,fair
1680188400,rain shower
1630936800,fair
1658484000,cloudy
1631764800,cloudy
1634616000,light rain
1679475600,light rain
1663236000,cloudy
1634932800,fair
1686762000,fair
1619697600,cloudy
1644048000,fair
1680242400,rain
1660824000,cloudy
1631484000,overcast
1657303200,fair
1690246800,overcast
1696917600,fair
1631282400,light rain
1620367200,fair
1667516400,cloudy
1657054800,fair
1658113200,fair
1646866800,cloudy
1645412400,fair
1648584000,overcast
1665630000,light rain
1667818800,light rain
1681329600,heavy rain shower
1672887600,overcast
1654732800,
1642744800,clear
1648022400,clear
1625464800,cloudy
1691211600,light rain
1623013200,overcast
1684674000,cloudy
1634331600,cloudy
1618329600,fair
1665151200,cloudy
1653386400,rain shower
1681992000,fair
1644001200,fair
1661198400,overcast
1655388000,fair
1672102800,fair
1685930400,clear
1629752400,fair
1667149200,cloudy
1624158000,light rain
1667991600,cloudy
1648551600,overcast
1694458800,cloudy
1630659600,fair
1689505200,cloudy
1648832400,fair
1626127200,overcast
1687122000,rain
1664024400,cloudy
1658764800,cloudy
1662562800,cloudy
1661616000,fair
1640646000,light rain
1679965200,cloudy
1645614000,fair
1646110800,light rain
1674327600,fair
1651237200,cloudy
1657782000,fair
1645826400,clear
1643446800,overcast
1666090800,fair
1676948400,overcast
1621022400,cloudy
1639677600,cloudy
1639105200,light rain
1681603200,cloudy
1686567600,fair
1656266400,fair
1650182400,fair
1649660400,cloudy
1660730400,overcast
1633766400,fair
1651561200,overcast
1636819200,overcast
1671285600,cloudy
1652403600,cloudy
1689872400,cloudy
1642892400,fair
1620824400,fair
1618959600,cloudy
1661511600,fair
1671624000,light rain
1671818400,fair
1654279200,
1653865200,fair
1691553600,cloudy
1685534400,cloudy
1659445200,cloudy
1684526400,fair
1637460000,overcast
1681264800,fair
1637078400,overcast
1652731200,fair
1652234400,overcast
1685296800,fair
1634054400,overcast
1694152800,fair
1619096400,fair
1682535600,overcast
1653022800,light rain
1665702000,cloudy
1630072800,cloudy
1644091200,overcast
1663887600,overcast
1624698000,fair
1671289200,cloudy
1628971200,fair
1642834800,fair
1688738400,fair
1635375600,cloudy
1664841600,overcast
1617728400,fair
1672351200,fair
1691136000,cloudy
1628928000,cloudy
1691146800,cloudy
1658264400,fair
1663398000,fair
1644739200,overcast
1658059200,fair
1661385600,light rain
1641243600,cloudy
1655946000,clear
1676257200,fair
1653426000,fair
1653847200,fair
1661994000,cloudy
1668672000,light rain
1657990800,fair
1627884000,cloudy
1653760800,fair
1692810000,fair
1676566800,overcast
1638867600,overcast
1697832000,fair
1647363600,cloudy
1653951600,fair
1679590800,light rain
1630299600,overcast
1638432000,fair
1664229600,fair
1628467200,cloudy
1679248800,cloudy
1688436000,cloudy
1685649600,cloudy
1619715600,cloudy
1651075200,cloudy
1688666400,fair
1669114800,cloudy
1640919600,overcast
1694066400,fair
1625544000,light rain
1665421200,fair
1655305200,fair
1634947200,fair
1681848000,overcast
1628431200,heavy rain shower
1677697200,overcast
1643522400,clear
1656075600,cloudy
1626976800,fair
1651838400,fair
1662991200,cloudy
1678773600,cloudy
1662260400,cloudy
1665810000,fog
1639476000,overcast
1627617600,light rain
1664193600,cloudy
1682128800,fair
1643806800,cloudy
1618804800,fair
1641470400,cloudy
1659240000,overcast
1683612000,overcast
1676642400,overcast
1622833200,light rain
1636354800,cloudy
1658404800,overcast
1648519200,light rain
1629727200,cloudy
1626505200,fair
1645686000,light rain
1671728400,light rain
1678356000,light rain
1641916800,light rain
1659942000,fair
1692576000,fair
1676671200,overcast
1676365200,fair
1672660800,cloudy
1635379200,cloudy
1685210400,fair
1659607200,fair
1683676800,overcast
1661274000,cloudy
1644184800,fair
1669831200,cloudy
1676714400,overcast
1687885200,overcast
1638903600,light rain
1646042400,overcast
1657090800,overcast
1641794400,overcast
1696719600,fair
1660802400,overcast
1640988000,overcast
1659841200,fair
1655690400,fair
1625126400,cloudy
1679292000,overcast
1666400400,overcast
1646114400,light rain
1639760400,overcast
1638586800,fog
1696039200,fair
1686182400,clear
1651507200,overcast
1662415200,cloudy
1670198400,overcast
1666850400,overcast
1654156800,cloudy
1628107200,fair
1637373600,overcast
1623268800,fair
1650038400,fair
1681599600,cloudy
1644904800,cloudy
1632736800,light rain
1662120000,overcast
1694023200,fair
1620057600,light rain
1652227200,overcast
1661641200,fair
1633820400,cloudy
1628139600,cloudy
1684234800,fair
1686780000,clear
1684580400,fair
1650783600,fair
1684598400,fair
1685390400,fair
1647716400,clear
1674435600,fog
1634742000,rain shower
1676318400,clear
1677099600,cloudy
1681812000,cloudy
1639274400,light rain
1694692800,fair
1632178800,cloudy
1635634800,fair
1682838000,fair
1654153200,cloudy
1678698000,overcast
1633420800,cloudy
1650085200,fair
1625670000,cloudy
1691452800,cloudy
1661223600,overcast
1630094400,fair
1668373200,fog
1690851600,cloudy
1636560000,overcast
1622952000,cloudy
1680343200,light rain
1628103600,fair
1646434800,light rain
1685246400,fair
1677283200,cloudy
1659870000,fair
1623225600,fair
1686157200,fair
1621285200,cloudy
1633870800,cloudy
1666047600,fair
1619899200,fair
1617577200,fair
1664337600,fair
1676242800,cloudy
1656252000,fair
1664938800,overcast
1636830000,overcast
1694923200,cloudy
1692003600,light rain
1684080000,cloudy
1678759200,light rain
1691402400,fair
1696107600,cloudy
1637391600,overcast
1629766800,fair
1646798400,overcast
1626274800,cloudy
1677531600,cloudy
1697724000,light rain
1630447200,fair
1669611600,cloudy
1648778400,clear
1697241600,clear
1692410400,overcast
1680508800,fair
1661882400,cloudy
1681966800,clear
1650290400,cloudy
1626073200,light rain
1672927200,overcast
1663038000,overcast
1694030400,fair
1695888000,cloudy
1669888800,overcast
1676728800,overcast
1690704000,fair
1633921200,fair
1675087200,fair
1622754000,cloudy
1664974800,light rain
1662411600,heavy rain shower
1637668800,fair
1659052800,cloudy
1659927600,clear
1668312000,clear
1644044400,fair
1692986400,cloudy
1654938000,
1619028000,fair
1660503600,fair
1628964000,fair
1664532000,light rain
1652864400,fair
1631707200,cloudy
1656666000,cloudy
1659783600,fair
1661997600,cloudy
1649062800,light rain
1654329600,
1650265200,cloudy
1657332000,fair
1665230400,fair
1628690400,cloudy
1667001600,overcast
1624075200,overcast
1645135200,cloudy
1667581200,fair
1647435600,light rain
1653483600,overcast
1677330000,cloudy
1648512000,overcast
1692565200,fair
1636761600,overcast
1639465200,overcast
1624046400,rain
1658736000,cloudy
1638694800,light rain
1680688800,cloudy
1639440000,overcast
1665853200,fair
1664550000,light rain
1693436400,cloudy
1617616800,fair
1654830000,
1675454400,cloudy
1682280000,light rain
1669334400,fair
1627804800,cloudy
1685656800,overcast
1622361600,fair
1655355600,fair
1695297600,fair
1632632400,overcast
1636938000,overcast
1640772000,light rain
1683320400,cloudy
1642586400,overcast
1681898400,overcast
1697713200,light rain
1651518000,cloudy
1665604800,overcast
1658779200,fair
1658325600,cloudy
1653073200,fair
1656835200,cloudy
1663700400,cloudy
1626580800,clear
1637956800,fair
1623618000,fair
1649469600,fair
1664769600,cloudy
1670526000,clear
1619391600,fair
1634212800,cloudy
1661540400,fair
1686092400,fair
1677074400,light rain
1642086000,fair
1697360400,fair
1657969200,fair
1668798000,fair
1636801200,overcast
1685142000,clear
1673920800,fair
1635134400,cloudy
1680883200,fair
1657263600,fair
1690268400,cloudy
1669752000,overcast
1635372000,cloudy
1666245600,light rain
1622106000,fair
1657224000,fair
1693713600,cloudy
1634104800,cloudy
1651597200,cloudy
1665129600,cloudy
1632538800,overcast
1652986800,fair
1619701200,cloudy
1653343200,light rain
1624298400,light rain
1646344800,overcast
1679317200,light rain
1661698800,cloudy
1669953600,fog
1680130800,light rain
1627462800,cloudy
1641193200,cloudy
1651366800,overcast
1677812400,cloudy
1622138400,cloudy
1678654800,light rain
1640502000,light rain
1678852800,fair
1657486800,fair
1635015600,cloudy
1678161600,light rain
1682355600,light rain
1675861200,fair
1692864000,cloudy
1644289200,cloudy
1668506400,rain
1669165200,fair
1668621600,light rain
1652544000,fair
1696345200,fair
1624219200,overcast
1637031600,overcast
1627606800,overcast
1674975600,overcast
1652223600,overcast
1681034400,fair
1628287200,cloudy
1676142000,overcast
1678125600,light rain
1641060000,overcast
1624132800,rain
1658880000,fair
1640361600,light rain
1674306000,fair
1638986400,cloudy
1628438400,heavy rain shower
1654552800,
1638151200,fair
1673344800,rain
1635876000,fair
1693137600,cloudy
1690203600,light rain
1643155200,clear
1621029600,overcast
1674273600,clear
1696374000,fair
1687150800,fair
1675911600,cloudy
1675123200,fair
1689760800,cloudy
1690448400,light rain
1696474800,overcast
1628632800,fair
1667559600,fair
1691096400,cloudy
1621414800,heavy rain shower
1690894800,cloudy
1634252400,cloudy
1650254400,fair
1677060000,light rain
1679320800,light rain
1673290800,fair
1635303600,overcast
1658919600,cloudy
1631462400,overcast
1625875200,cloudy
1652155200,overcast
1657198800,fair
1689382800,overcast
1676804400,cloudy
1662192000,cloudy
1644307200,overcast
1688191200,overcast
1671498000,light rain
1645930800,clear
1618203600,fair
1651579200,overcast
1678366800,light rain
1650726000,cloudy
1624024800,rain
1661569200,fair
1672077600,fair
1656626400,fair
1690192800,light rain
1676260800,fair
1664017200,cloudy
1640703600,light rain
1629630000,cloudy
1678032000,overcast
1684533600,fair
1675422000,overcast
1668510000,rain
1672470000,light rain
1636480800,cloudy
1696636800,cloudy
1643572800,overcast
1695240000,heavy rain
1678453200,sleet
1639580400,overcast
1643493600,fair
1696604400,fair
1683298800,rain shower
1617800400,fair
1676030400,fair
1690081200,light rain
1632189600,cloudy
1650769200,cloudy
1690056000,rain
1679061600,light rain
1643277600,overcast
1634587200,light rain
1660032000,fair
1690171200,overcast
1690686000,fair
1693576800,cloudy
1656154800,cloudy
1654509600,
1641481200,light rain
1640232000,overcast
1633014000,light rain
1689393600,overcast
1689706800,cloudy
1669435200,cloudy
1686204000,fair
1633316400,cloudy
1619766000,fair
1696471200,cloudy
1686355200,clear
1675080000,cloudy
1629403200,cloudy
1655215200,fair
1692817200,fair
1638568800,light rain
1621440000,rain shower
1618812000,fair
1682938800,rain shower
1644066000,cloudy
1627322400,cloudy
1687539600,cloudy
1672563600,cloudy
1650384000,cloudy
1629792000,fair
1686801600,clear
1664287200,cloudy
1681801200,fair
1626570000,clear
1640041200,overcast
1656741600,fair
1644991200,overcast
1690959600,light rain
1662667200,cloudy
1669582800,overcast
1688518800,light rain
1651136400,cloudy
1624240800,overcast
1671264000,cloudy
1633514400,fair
1620439200,rain
1654653600,
1635714000,fair
1686434400,fair
1658383200,overcast
1664445600,cloudy
1625536800,light rain
1683252000,overcast
1637719200,fog
1650409200,cloudy
1630706400,fair
1688392800,rain shower
1634864400,clear
1694862000,fair
1675764000,overcast
1667692800,light rain
1678708800,rain shower
1689120000,fair
1640124000,fair
1662310800,cloudy
1631739600,fair
1620979200,overcast
1618005600,overcast
1622102400,fair
1630004400,fair
1643652000,fair
1620676800,fair
1694757600,fair
1685282400,fair
1630591200,cloudy
1663542000,cloudy
1692511200,cloudy
1691539200,cloudy
1621630800,light rain
1660262400,clear
1642590000,overcast
1696363200,fair
1629007200,overcast
1651212000,cloudy
1658527200,cloudy
1693447200,fair
1627930800,light rain
1637715600,fog
1684476000,cloudy
1696618800,fair
1643997600,fair
1660604400,overcast
1652724000,fair
1628506800,heavy rain shower
1646769600,cloudy
1639443600,overcast
1686974400,fair
1637100000,overcast
1641225600,cloudy
1621717200,cloudy
1677528000,cloudy
1679421600,cloudy
1639738800,overcast
1687788000,cloudy
1666868400,overcast
1626508800,fair
1631412000,cloudy
1681790400,cloudy
1619780400,fair
1659981600,fair
1627995600,cloudy
1683396000,light rain
1683313200,fair
1621882800,heavy rain shower
1641171600,cloudy
1636542000,overcast
1623942000,light rain
1697050800,rain
1650776400,fair
1693807200,clear
1673676000,rain
1627358400,overcast
1634572800,light rain
1622498400,clear
1674835200,cloudy
1618052400,light rain
1664092800,fair
1654034400,fair
1659902400,fair
1619535600,fair
1670727600,fog
1642518000,overcast
1648231200,fair
1656525600,overcast
1643842800,overcast
1619928000,fair
1692417600,cloudy
1680591600,clear
1623855600,fair
1673906400,clear
1666040400,fair
1662210000,cloudy
1653220800,fair
1683223200,cloudy
1651165200,cloudy
1663639200,fair
1654743600,
1668538800,cloudy
1660197600,clear
1625122800,cloudy
1663030800,overcast
1676833200,fair
1650470400,fair
1675936800,overcast
1693220400,cloudy
1648587600,overcast
1623027600,overcast
1668391200,fog
1624413600,cloudy
1618063200,light rain
1618894800,fair
1690048800,heavy rain
1680724800,light rain
1679842800,light rain
1666839600,cloudy
1644764400,rain
1640372400,rain
1683846000,cloudy
1628067600,cloudy
1629705600,cloudy
1680001200,light rain
1625493600,cloudy
1621472400,fair
1645423200,fair
1643612400,cloudy
1683734400,rain shower
1656403200,cloudy
1690653600,fair
1653400800,heavy rain shower
1687096800,rain
1694271600,fair
1689580800,fair
1679400000,light rain
1620583200,overcast
1622156400,cloudy
1673658000,rain
1629709200,cloudy
1694613600,fair
1636603200,fog
1688504400,rain
1617753600,clear
1685901600,fair
1671955200,overcast
1642352400,cloudy
1690909200,cloudy
1688061600,fair
1651849200,cloudy
1624017600,rain
1674871200,fair
1671220800,clear
1668866400,overcast
1669795200,fog
1626865200,fair
1653192000,fair
1660320000,clear
1662541200,cloudy
1690034400,rain
1630792800,cloudy
1647882000,fair
1670209200,overcast
1692162000,fair
1652875200,fair
1652857200,fair
1617930000,overcast
1682863200,cloudy
1696284000,overcast
1629212400,overcast
1626660000,fair
1617829200,fair
1670313600,overcast
1686103200,fair
1696723200,fair
1650337200,cloudy
1653422400,fair
1662922800,cloudy
1655676000,cloudy
1665007200,fair
1662235200,cloudy
1682733600,fair
1654930800,
1656334800,rain shower
1692921600,cloudy
1668265200,fair
1633582800,overcast
1657011600,cloudy
1684328400,cloudy
1683259200,overcast
1660820400,cloudy
1620871200,light rain
1670360400,cloudy
1692900000,light rain
1618506000,cloudy
1674889200,cloudy
1631242800,overcast
1666281600,fair
1664668800,overcast
1687478400,fair
1663750800,fair
1683100800,fair
1617926400,overcast
1642046400,fog
1631023200,fair
1684378800,overcast
1679353200,light rain
1638464400,fair
1662037200,cloudy
1670785200,overcast
1635278400,cloudy
1676077200,overcast
1659297600,fair
1690639200,fair
1654167600,cloudy
1677168000,light rain
1653958800,cloudy
1679767200,fair
1684051200,cloudy
1649998800,cloudy
1689717600,cloudy
1628780400,cloudy
1622109600,fair
1631016000,fair
1644778800,rain
1645858800,fair
1658541600,overcast
1623265200,fair
1620464400,rain
1669536000,light rain
1635001200,cloudy
1669107600,cloudy
1646650800,cloudy
1644872400,cloudy
1696456800,cloudy
1643436000,overcast
1653940800,fair
1682550000,overcast
1676725200,overcast
1619326800,fair
1654506000,
1691074800,cloudy
1685718000,fair
1633338000,cloudy
1635793200,fair
1625745600,cloudy
1622073600,fair
1689264000,cloudy
1661871600,cloudy
1671858000,cloudy
1663218000,overcast
