timestamp,prcp,pres,rhum,season,temp,wdir,weco,wspd,count
1617940800.0,0.0,1013.9,93.0,spring,3.7,223.0,cloudy,11.1,0
1617944400.0,0.0,1013.8,,spring,4.0,226.0,cloudy,11.1,0
1617948000.0,0.0,1014.0,,spring,5.0,231.0,cloudy,11.1,0
1617951600.0,0.0,1014.0,,spring,6.3,236.0,cloudy,11.1,0
1617958800.0,0.0,1013.5,,spring,8.9,250.0,cloudy,14.8,0
1617962400.0,0.0,1013.2,64.0,spring,9.6,252.0,cloudy,16.7,0
1617966000.0,0.0,1013.1,,spring,10.0,253.0,cloudy,16.7,0
1617969600.0,0.0,1012.9,,spring,10.2,256.0,cloudy,14.8,0
1617973200.0,0.0,1012.7,60.0,spring,10.2,257.0,cloudy,14.8,0
1617976800.0,0.0,1012.5,,spring,10.1,261.0,cloudy,14.8,0
1617980400.0,0.1,1012.5,63.0,spring,9.8,264.0,cloudy,11.1,0
1617984000.0,0.3,1012.5,68.0,spring,9.3,293.0,cloudy,11.1,0
1617991200.0,0.0,1012.8,81.0,spring,7.4,352.0,light rain,9.3,0
1617994800.0,0.0,1013.0,84.0,spring,6.9,7.0,light rain,7.4,0
1618002000.0,0.1,1013.0,,spring,6.3,15.0,overcast,7.4,0
1618005600.0,0.1,1013.2,,spring,5.7,8.0,overcast,7.4,0
1618012800.0,0.0,1013.6,97.0,spring,4.6,11.0,overcast,9.3,0
1618016400.0,0.0,1013.6,,spring,4.2,20.0,overcast,9.3,0
1618030800.0,0.0,1013.8,98.0,spring,3.7,38.0,light rain,11.1,0
1618048800.0,0.0,1013.7,,spring,5.7,57.0,light rain,16.7,0
1618052400.0,0.0,1013.4,78.0,spring,6.0,54.0,light rain,18.5,0
1618056000.0,0.0,1013.1,,spring,6.0,55.0,light rain,18.5,0
1618059600.0,0.0,1012.9,,spring,5.8,52.0,light rain,20.4,0
1618063200.0,0.0,1012.7,,spring,5.5,52.0,light rain,20.4,0
1618070400.0,0.0,1012.6,,spring,5.1,49.0,light rain,18.5,0
1618077600.0,0.0,1013.3,77.0,spring,4.0,41.0,light rain,16.7,0
1618081200.0,0.0,1013.9,,spring,3.4,38.0,overcast,16.7,0
1618084800.0,0.0,1014.3,80.0,spring,2.8,28.0,overcast,14.8,0
1618088400.0,0.0,1013.9,,spring,2.4,21.0,overcast,14.8,0
1618099200.0,0.0,1015.3,,spring,0.7,8.0,cloudy,14.8,0
1618102800.0,0.0,1015.4,91.0,spring,0.4,5.0,cloudy,14.8,0
1618106400.0,0.0,1015.6,,spring,0.2,4.0,fair,14.8,0
1618110000.0,0.0,1016.0,91.0,spring,-0.2,358.0,fair,13.0,0
1618113600.0,0.0,1016.5,,spring,-0.4,352.0,fair,13.0,0
1618117200.0,0.0,1017.0,,spring,0.1,356.0,fair,13.0,0
1618120800.0,0.0,1017.6,,spring,1.0,354.0,fair,14.8,0
1618124400.0,0.0,1018.2,80.0,spring,2.2,357.0,fair,16.7,0
1618128000.0,0.0,1018.7,,spring,3.4,357.0,fair,16.7,0
1618146000.0,0.0,1020.3,,spring,7.5,338.0,fair,16.7,0
1618156800.0,0.0,1021.7,,spring,6.0,344.0,fair,16.7,0
1618160400.0,0.0,1022.4,,spring,4.7,347.0,fair,14.8,0
1618164000.0,0.1,1023.3,,spring,3.3,349.0,fair,11.1,0
1618167600.0,0.0,1024.1,,spring,2.4,343.0,fair,7.4,0
1618171200.0,0.0,1024.7,,spring,1.7,317.0,fair,7.4,0
1618174800.0,0.0,1025.3,84.0,spring,1.0,290.0,fair,5.5,0
1618182000.0,0.0,1026.1,86.0,spring,0.1,265.0,fair,7.4,0
1618189200.0,0.0,1026.4,,spring,-0.6,257.0,clear,7.4,0
1618196400.0,0.0,1026.5,,spring,-0.7000000000000001,262.0,fair,7.4,0
1618200000.0,0.0,1026.8,88.0,spring,-0.4,253.0,fair,7.4,0
1618203600.0,0.0,1027.2,,spring,0.2,257.0,fair,7.4,0
1618210800.0,0.0,1028.1,,spring,2.4,264.0,cloudy,7.4,0
1618214400.0,0.1,1028.3,,spring,3.3,276.0,cloudy,9.3,0
1618218000.0,0.1,1028.2,,spring,4.7,275.0,cloudy,7.4,0
1618221600.0,0.0,1028.4,65.0,spring,5.3,294.0,cloudy,9.3,0
1618228800.0,0.1,1029.0,,spring,6.7,321.0,cloudy,11.1,0
1618232400.0,0.3,1029.0,,spring,7.3,326.0,fair,11.1,0
1618236000.0,0.2,1029.0,49.0,spring,7.6,336.0,fair,11.1,0
1618239600.0,0.0,1029.4,47.0,spring,8.0,346.0,fair,13.0,0
1618254000.0,0.0,1031.2,,spring,3.8,87.0,fair,5.5,0
1618257600.0,0.0,1031.7,67.0,spring,3.1,128.0,fair,5.5,0
1618261200.0,0.0,1032.1,,spring,2.0,172.0,clear,3.7,0
1618264800.0,0.0,1032.4,79.0,spring,1.2,194.0,clear,5.5,0
1618268400.0,0.0,1032.5,82.0,spring,0.6,204.0,clear,5.5,0
1618272000.0,0.0,1032.6,84.0,spring,0.1,204.0,clear,5.5,0
1618275600.0,0.0,1032.6,,spring,-0.2,217.0,clear,5.5,0
1618279200.0,0.0,1032.6,84.0,spring,-0.5,212.0,clear,5.5,0
1618282800.0,0.0,1032.7,86.0,spring,-0.7,220.0,clear,5.5,0
1618286400.0,0.0,1032.8,,spring,-0.5,223.0,fair,5.5,0
1618290000.0,0.0,1033.0,,spring,0.3,228.0,fair,5.5,0
1618293600.0,0.0,1033.3,,spring,2.2,230.0,fair,5.5,0
1618304400.0,0.0,1033.6,54.0,spring,7.8,261.0,fair,7.4,0
1618308000.0,0.0,1033.3,,spring,8.7,266.0,fair,7.4,0
1618311600.0,0.0,1033.1,,spring,9.4,277.0,fair,9.3,0
1618318800.0,0.1,1032.4,,spring,10.0,301.0,fair,9.3,0
1618322400.0,0.0,1032.1,46.0,spring,9.9,313.0,fair,11.1,0
1618326000.0,0.0,1032.0,,spring,10.0,327.0,fair,11.1,0
1618329600.0,0.0,1031.9,,spring,9.5,346.0,fair,11.1,0
1618333200.0,0.0,1032.0,,spring,8.4,7.0,fair,9.3,0
1618336800.0,0.0,1032.3,,spring,7.0,61.0,fair,7.4,0
1618347600.0,0.0,1033.0,,spring,4.0,114.0,fair,3.7,0
1618351200.0,0.0,1033.0,,spring,3.1,121.0,fair,5.5,0
1618354800.0,0.0,1032.9,80.0,spring,2.6,116.0,fair,5.5,0
1618358400.0,0.0,1032.8,,spring,2.2,108.0,fair,5.5,0
1618362000.0,0.0,1032.6,,spring,2.1,85.0,fair,5.5,0
1618369200.0,0.0,1032.5,,spring,1.6,28.0,cloudy,3.7,0
1618372800.0,0.0,1032.7,84.0,spring,1.9,19.0,fair,3.7,0
1618387200.0,0.0,1033.5,61.0,spring,7.0,45.0,fair,7.4,0
1618390800.0,0.0,1033.7,52.0,spring,8.4,49.0,cloudy,9.3,0
1618398000.0,0.0,1033.1,,spring,9.4,35.0,cloudy,11.1,0
1618401600.0,0.0,1032.7,,spring,9.7,31.0,cloudy,13.0,0
1618408800.0,0.0,1032.3,,spring,9.4,34.0,fair,14.8,122
1618416000.0,0.0,1032.2,,spring,8.6,47.0,fair,14.8,0
1618419600.0,0.0,1032.4,57.0,spring,7.5,56.0,fair,14.8,0
1618426800.0,0.0,1033.3,,spring,4.9,70.0,fair,9.3,0
1618434000.0,0.0,1033.8,80.0,spring,3.1,50.0,fair,7.4,0
1618437600.0,0.0,1033.9,,spring,2.2,32.0,fair,7.4,0
1618441200.0,0.0,1034.1,,spring,1.5,31.0,fair,7.4,0
1618444800.0,0.0,1034.1,,spring,1.0,22.0,fair,7.4,0
1618448400.0,0.0,1034.1,,spring,0.5,16.0,fair,7.4,0
1618452000.0,0.0,1034.1,94.0,spring,0.3,14.0,fair,7.4,0
1618455600.0,0.0,1034.1,94.0,spring,-0.2,15.0,clear,7.4,0
1618462800.0,0.0,1034.4,,spring,0.6,11.0,fair,9.3,0
1618470000.0,0.0,1034.5,,spring,3.6,17.0,fair,13.0,0
1618473600.0,0.1,1034.4,,spring,5.1,26.0,fair,14.8,0
1618480800.0,0.1,1034.1,,spring,7.2,29.0,cloudy,16.7,72
1618488000.0,0.4,1033.0,,spring,7.5,31.0,cloudy,18.5,52
1618491600.0,0.6,1032.8,64.0,spring,7.7,35.0,rain shower,18.5,77
1618495200.0,0.7,1032.6,67.0,spring,7.3,37.0,rain shower,18.5,0
1618498800.0,0.5,1032.4,70.0,spring,6.8,39.0,rain shower,18.5,0
1618506000.0,0.1,1032.3,73.0,spring,6.0,44.0,cloudy,16.7,0
1618516800.0,0.0,1032.9,85.0,spring,3.6,43.0,fair,9.3,0
1618520400.0,0.0,1032.7,,spring,3.0,29.0,fair,7.4,0
1618524000.0,0.0,1032.6,,spring,2.3,21.0,fair,9.3,0
1618531200.0,0.0,1032.4,95.0,spring,1.2,19.0,fair,7.4,0
1618538400.0,0.0,1032.1,,spring,0.5,18.0,fair,7.4,0
1618542000.0,0.0,1032.0,96.0,spring,0.3,30.0,fair,7.4,0
1618545600.0,0.0,1032.1,94.0,spring,0.6,23.0,fair,7.4,0
1618552800.0,0.0,1032.4,91.0,spring,2.2,23.0,fair,9.3,0
1618556400.0,0.0,1032.3,85.0,spring,3.5,27.0,fair,9.3,0
1618567200.0,0.0,1032.0,,spring,7.1,39.0,fair,11.1,0
1618570800.0,0.0,1031.7,52.0,spring,7.9,41.0,cloudy,11.1,0
1618574400.0,0.0,1031.3,,spring,8.4,44.0,cloudy,11.1,0
1618585200.0,0.0,1030.2,,spring,8.9,54.0,cloudy,13.0,0
1618596000.0,0.0,1030.6,,spring,6.5,83.0,cloudy,9.3,0
1618599600.0,0.0,1031.1,,spring,5.6,95.0,fair,7.4,0
1618603200.0,0.0,1031.4,68.0,spring,4.8,88.0,fair,7.4,0
1618610400.0,0.0,1031.5,81.0,spring,3.1,46.0,fair,5.5,0
1618614000.0,0.0,1031.5,,spring,2.4,46.0,fair,5.5,0
1618617600.0,0.0,1031.4,,spring,1.9,37.0,clear,5.5,0
1618621200.0,0.0,1031.2,,spring,1.3,29.0,clear,7.4,0
1618628400.0,0.0,1031.0,,spring,0.4,16.0,clear,7.4,0
1618632000.0,0.0,1031.0,,spring,0.4,8.0,clear,7.4,0
1618635600.0,0.0,1031.1,85.0,spring,1.3,13.0,clear,7.4,0
1618639200.0,0.0,1031.1,78.0,spring,2.8,14.0,clear,9.3,0
1618642800.0,0.0,1031.0,,spring,4.7,17.0,fair,11.1,0
1618646400.0,0.0,1030.9,60.0,spring,6.5,26.0,fair,11.1,0
1618660800.0,0.0,1028.9,,spring,10.6,38.0,fair,13.0,0
1618664400.0,0.0,1028.3,45.0,spring,10.8,40.0,fair,13.0,0
1618671600.0,0.0,1027.4,46.0,spring,10.8,47.0,fair,13.0,0
1618675200.0,0.0,1027.2,,spring,10.0,55.0,fair,13.0,0
1618678800.0,0.0,1027.2,,spring,8.8,70.0,fair,11.1,0
1618682400.0,0.0,1027.4,,spring,7.6,86.0,cloudy,9.3,0
1618686000.0,0.0,1027.7,62.0,spring,6.8,102.0,cloudy,9.3,0
1618689600.0,0.0,1028.1,,spring,6.2,114.0,cloudy,7.4,0
1618693200.0,0.0,1027.9,74.0,spring,5.3,101.0,cloudy,5.5,0
1618696800.0,0.0,1027.8,74.0,spring,4.8,84.0,cloudy,3.7,0
1618700400.0,0.0,1027.7,77.0,spring,4.0,125.0,cloudy,3.7,0
1618714800.0,0.0,1026.3,,spring,1.8,347.0,cloudy,5.5,0
1618718400.0,0.0,1026.2,,spring,1.9,344.0,cloudy,5.5,0
1618722000.0,0.0,1026.3,,spring,2.7,348.0,cloudy,5.5,0
1618725600.0,0.0,1026.4,,spring,4.1,356.0,fair,7.4,0
1618729200.0,0.0,1026.4,65.0,spring,5.9,358.0,fair,7.4,0
1618732800.0,0.0,1026.5,,spring,7.4,12.0,fair,9.3,0
1618743600.0,0.0,1025.4,,spring,10.9,33.0,cloudy,7.4,0
1618747200.0,0.0,1024.8,,spring,11.5,31.0,fair,9.3,0
1618750800.0,0.0,1024.3,,spring,11.7,31.0,fair,7.4,0
1618754400.0,0.0,1024.0,44.0,spring,11.9,39.0,fair,9.3,0
1618758000.0,0.0,1023.8,,spring,11.9,46.0,fair,11.1,0
1618761600.0,0.0,1023.9,,spring,11.2,47.0,fair,11.1,0
1618765200.0,0.0,1024.2,54.0,spring,10.1,57.0,fair,9.3,0
1618768800.0,0.0,1024.3,,spring,8.7,72.0,fair,7.4,0
1618772400.0,0.0,1024.6,,spring,7.8,80.0,fair,7.4,0
1618776000.0,0.0,1024.8,,spring,6.8,83.0,fair,7.4,0
1618779600.0,0.0,1025.1,,spring,5.8,103.0,clear,3.7,0
1618783200.0,0.0,1024.8,,spring,5.0,103.0,clear,5.5,0
1618790400.0,0.0,1024.1,,spring,3.9,83.0,clear,5.5,0
1618794000.0,0.0,1023.8,,spring,3.7,69.0,clear,5.5,0
1618797600.0,0.0,1023.6,,spring,3.3,69.0,clear,5.5,0
1618801200.0,0.0,1023.2,,spring,2.9,50.0,clear,3.7,0
1618804800.0,0.0,1023.2,,spring,2.9,56.0,fair,3.7,0
1618808400.0,0.0,1023.2,,spring,3.8,52.0,fair,5.5,933
1618812000.0,0.0,1023.2,,spring,5.2,54.0,fair,5.5,2532
1618815600.0,0.0,1023.2,,spring,7.3,64.0,fair,5.5,3000
1618819200.0,0.0,1023.0,68.0,spring,9.0,69.0,fair,7.4,1800
1618822800.0,0.0,1022.8,,spring,11.3,73.0,fair,5.5,616
1618837200.0,0.0,1020.2,,spring,14.9,126.0,fair,9.3,1601
1618844400.0,0.0,1019.4,47.0,spring,14.9,135.0,fair,9.3,2554
1618848000.0,0.0,1019.2,,spring,14.1,132.0,fair,11.1,3792
1618851600.0,0.0,1019.3,,spring,12.8,142.0,fair,9.3,3928
1618855200.0,0.0,1019.3,,spring,11.1,142.0,fair,9.3,2744
1618858800.0,0.0,1019.7,,spring,9.9,149.0,fair,7.4,1575
1618862400.0,0.0,1019.8,,spring,8.7,141.0,fair,7.4,1039
1618873200.0,0.0,1019.7,,spring,6.0,120.0,fair,5.5,0
1618876800.0,0.0,1019.4,85.0,spring,5.6,110.0,clear,5.5,0
1618884000.0,0.0,1018.9,89.0,spring,4.6,86.0,fair,5.5,0
1618887600.0,0.0,1018.7,91.0,spring,4.0,67.0,fair,3.7,0
1618891200.0,0.0,1018.7,93.0,spring,4.0,70.0,fair,5.5,0
1618894800.0,0.0,1018.7,,spring,4.9,56.0,fair,5.5,1301
1618902000.0,0.0,1018.8,,spring,8.7,61.0,fair,5.5,4528
1618905600.0,0.0,1018.8,,spring,10.6,63.0,fair,5.5,2705
1618909200.0,0.0,1018.4,,spring,12.5,70.0,fair,5.5,1659
1618916400.0,0.0,1017.8,,spring,14.5,70.0,fair,7.4,2088
1618920000.0,0.0,1017.5,,spring,14.9,77.0,fair,7.4,2157
1618923600.0,0.0,1017.3,,spring,15.0,82.0,fair,7.4,1381
1618930800.0,0.0,1017.0,50.0,spring,14.7,98.0,fair,9.3,1805
1618934400.0,0.0,1017.0,,spring,14.0,108.0,cloudy,9.3,2136
1618938000.0,0.0,1017.2,57.0,spring,13.3,124.0,fair,9.3,1541
1618941600.0,0.0,1017.5,,spring,11.9,126.0,fair,7.4,1077
1618945200.0,0.0,1017.9,,spring,10.6,131.0,fair,7.4,566
1618948800.0,0.0,1018.2,,spring,9.5,125.0,fair,7.4,366
1618952400.0,0.0,1018.3,81.0,spring,8.7,118.0,fair,5.5,0
1618956000.0,0.0,1018.5,,spring,8.2,126.0,fair,5.5,0
1618959600.0,0.0,1018.5,87.0,spring,7.4,108.0,cloudy,5.5,0
1618963200.0,0.0,1018.6,,spring,6.9,84.0,cloudy,5.5,0
1618966800.0,0.0,1018.6,,spring,6.2,53.0,cloudy,5.5,0
1618970400.0,0.0,1018.7,90.0,spring,6.0,41.0,cloudy,5.5,0
1618977600.0,0.0,1019.0,92.0,spring,5.7,38.0,cloudy,5.5,0
1618981200.0,0.0,1019.2,,spring,6.4,35.0,cloudy,7.4,426
1618984800.0,0.0,1019.6,85.0,spring,7.7,35.0,cloudy,9.3,1029
1618988400.0,0.0,1020.3,80.0,spring,9.1,37.0,cloudy,13.0,1175
1618992000.0,0.0,1020.7,74.0,spring,10.4,45.0,cloudy,14.8,631
1618995600.0,0.1,1020.5,,spring,11.6,50.0,cloudy,16.7,467
1619028000.0,0.0,1023.2,,spring,8.7,68.0,fair,16.7,998
1619035200.0,0.0,1024.7,,spring,6.0,62.0,fair,13.0,385
1619038800.0,0.0,1025.0,,spring,5.2,58.0,fair,13.0,0
1619046000.0,0.0,1025.9,,spring,3.4,52.0,clear,13.0,0
1619049600.0,0.0,1026.2,,spring,2.7,51.0,clear,11.1,0
1619053200.0,0.0,1026.4,,spring,2.3,46.0,clear,11.1,0
1619060400.0,0.0,1026.7,89.0,spring,1.7,48.0,clear,11.1,0
1619064000.0,0.0,1027.0,90.0,spring,1.6,45.0,clear,11.1,0
1619067600.0,0.0,1027.1,,spring,2.6,51.0,fair,11.1,579
1619074800.0,0.0,1027.6,,spring,5.9,64.0,fair,13.0,3311
1619082000.0,0.0,1027.5,55.0,spring,9.0,83.0,fair,14.8,1268
1619085600.0,0.0,1027.4,50.0,spring,10.2,89.0,fair,14.8,1123
1619089200.0,0.0,1027.2,,spring,11.2,91.0,fair,14.8,1461
1619096400.0,0.0,1027.2,42.0,spring,12.1,98.0,fair,16.7,2362
1619103600.0,0.0,1026.9,,spring,12.2,100.0,clear,16.7,4133
1619107200.0,0.0,1027.0,,spring,11.3,102.0,clear,14.8,6464
1619110800.0,0.0,1027.4,46.0,spring,9.8,99.0,clear,14.8,7003
1619114400.0,0.0,1027.8,56.0,spring,7.9,95.0,clear,13.0,4775
1619118000.0,0.0,1028.3,62.0,spring,6.3,93.0,clear,11.1,3115
1619128800.0,0.0,1029.1,77.0,spring,3.7,82.0,clear,9.3,0
